0.003,0.08523941,-0.16543362,-0.13607687,0.004,-0.021209717,-0.007873535,0.0118255615
0.013,0.14393139,-0.15812631,-0.14712536,0.014,-0.018005371,-0.007873535,0.0118255615
0.023,0.15572548,-0.14011987,-0.15575683,0.024,-0.0158844,-0.00680542,0.013946533
0.034,0.15783787,-0.13754825,-0.14988244,0.033,-0.009490967,0.0027770996,0.015014648
0.043,0.13274765,-0.09699112,-0.1769653,0.043,-0.0041656494,0.013427734,0.018218994
0.056,0.07032585,-0.027554452,-0.17169547,0.057,-9.613037E-4,0.024093628,0.01927185
0.063,0.012451172,-0.061650723,-0.1292724,0.063,0.0032958984,0.02835083,0.01927185
0.073,0.0049819946,-0.048148677,-0.13680041,0.073,0.008621216,0.0262146,0.018218994
0.083,0.02943325,-0.070376664,-0.18871659,0.082,0.010757446,0.024093628,0.016082764
0.093,0.01815319,-0.087577045,-0.18699741,0.092,0.00541687,0.0262146,0.016082764
0.103,0.031764984,-0.07248402,-0.12677789,0.102,0.00541687,0.029418945,0.018218994
0.112,0.09459591,-0.08577673,-0.10619491,0.113,0.009689331,0.027282715,0.01927185
0.122,0.05279255,-0.11480586,-0.10385001,0.122,0.018203735,0.029418945,0.023544312
0.132,0.009352684,-0.13386329,-0.045799613,0.132,0.027801514,0.025146484,0.023544312
0.142,0.05736637,-0.14434738,-0.049090445,0.142,0.0309906,0.01663208,0.023544312
0.151,0.18929482,-0.13088712,-0.2893638,0.152,0.032058716,0.020889282,0.025665283
0.167,0.09279728,-0.040149078,-0.35866278,0.166,0.035247803,0.046463013,0.023544312
0.172,-0.011449814,-0.036933288,-0.28375387,0.171,0.037384033,0.04006958,0.022476196
0.182,0.033290863,-0.07729304,-0.25109744,0.181,0.041641235,0.0262146,0.022476196
0.191,-0.041630745,-0.009907901,-0.13348192,0.192,0.048034668,0.030471802,0.021408081
0.201,-0.04821968,-0.0026223361,-0.011955619,0.201,0.048034668,0.030471802,0.020339966
0.211,-0.0076322556,-0.05205606,-0.090418875,0.211,0.049102783,0.032608032,0.01927185
0.221,0.036977768,-0.086189255,-0.17860699,0.221,0.051223755,0.036865234,0.022476196
0.231,0.027838707,-0.15663873,-0.35715038,0.231,0.056549072,0.036865234,0.018218994
0.24,-0.14587784,-0.064279094,-0.7070575,0.241,0.057617188,0.0262146,-0.002029419
0.251,-0.17519093,0.057247087,-0.9045235,0.25,0.021408081,-0.025985718,-0.018005371
0.261,-0.040561676,0.20577775,-0.6742516,0.26,-0.033996582,-0.057937622,-0.026535034
0.271,-0.08063221,0.2835455,-0.56764865,0.272,-0.042510986,-0.056869507,-0.03718567
0.281,-0.17778206,0.24303076,-0.45023006,0.28,-0.052093506,-0.0717926,-0.03504944
0.291,-0.010723114,0.34248808,-0.1631214,0.29,-0.056365967,-0.076049805,-0.021194458
0.3,8.3351135E-4,0.53788614,-0.27528632,0.3,-0.028671265,-0.09095764,-0.016937256
0.31,-0.0353508,0.6052834,-0.49663365,0.31,-0.012680054,-0.0952301,-0.01586914
0.32,-0.16694069,0.62610054,-0.5332021,0.319,-0.018005371,-0.09841919,-0.013748169
0.329,-0.4388361,0.4677887,-0.3784502,0.33,-0.03718567,-0.12397766,-0.0116119385
0.339,-0.67612267,0.31207728,-0.017095506,0.34,-0.032928467,-0.17510986,-0.013748169
0.349,-0.7182541,-0.040171787,0.08927673,0.35,0.001159668,-0.28590393,-0.0041503906
0.36,-0.40687752,-0.20693114,0.14798558,0.359,0.0022277832,-0.38391113,0.026733398
0.369,0.14489174,-0.26868504,0.462255,0.369,-0.019073486,-0.36260986,0.059753418
0.384,0.2681389,-0.3697648,0.8583207,0.383,-0.00630188,-0.26885986,0.0693512
0.389,0.15134048,-0.3632028,1.2408772,0.389,0.025665283,-0.18045044,0.065078735
0.399,0.059054375,-0.11316885,1.6229405,0.399,0.036315918,-0.10267639,0.051239014
0.408,-0.06984043,0.3088833,2.0753198,0.409,0.024597168,-0.015335083,0.023544312
0.418,-0.16578579,0.5766154,2.496966,0.419,0.012878418,0.0539093,-0.0030975342
0.429,-0.2867937,0.6974013,2.722108,0.428,-0.0030975342,0.074157715,-0.0073547363
0.438,-0.13320923,0.74201655,2.762644,0.438,-0.019073486,0.11143494,0.0118255615
0.448,-0.27025795,0.75292814,2.695459,0.448,-0.022277832,0.12528992,0.022476196
0.458,-0.558094,0.59924793,2.3357577,0.458,-0.010559082,0.07841492,0.03526306
0.468,-0.841712,0.37417403,1.9433485,0.468,-0.04144287,-0.025985718,0.060821533
0.477,-0.93367386,0.077779934,2.3738968,0.478,-0.07980347,-0.12504578,0.08639526
0.49,-0.7124491,-0.2147605,2.697371,0.491,-0.0627594,-0.24649048,0.09172058
0.497,-0.5011625,-0.47815847,2.6038723,0.498,-0.032928467,-0.3732605,0.07467651
0.507,-0.1646576,-0.6697862,2.7555203,0.508,-0.00630188,-0.39775085,0.0544281
0.518,0.011946678,-0.64659417,2.7322485,0.517,0.04270935,-0.3732605,0.01927185
0.527,-0.09158802,-0.3834877,2.2359447,0.527,0.09703064,-0.34875488,-0.023330688
0.537,-0.42176342,-0.1271792,1.7907536,0.537,0.119400024,-0.34768677,-0.063812256
0.547,-0.69112587,0.17034696,1.6195607,0.547,0.109817505,-0.36579895,-0.08618164
0.556,-0.85549736,0.42004508,1.6283147,0.557,0.098098755,-0.39242554,-0.10215759
0.566,-0.7443714,0.5631163,1.6513213,0.567,0.09916687,-0.41586304,-0.11175537
0.576,-0.6558256,0.6907153,1.7215258,0.577,0.100234985,-0.43504333,-0.120269775
0.586,-0.60178185,0.753163,1.9109119,0.587,0.09916687,-0.4478302,-0.12452698
0.598,-0.51524925,0.73986876,2.0021057,0.599,0.09597778,-0.4606018,-0.12773132
0.606,-0.27587986,0.7282602,1.8435793,0.606,0.076797485,-0.46273804,-0.13305664
0.616,-0.36943722,0.62918496,1.943307,0.616,0.051223755,-0.4243927,-0.14477539
0.625,-0.44265556,0.32576483,2.2649372,0.626,0.037384033,-0.4009552,-0.14689636
0.636,-0.44111824,-0.02967462,2.549944,0.636,0.029922485,-0.42651367,-0.16075134
0.646,-0.37775612,-0.4337288,2.941692,0.645,0.035247803,-0.47338867,-0.17886353
0.656,-0.10669136,-0.75554997,3.2493649,0.655,0.04270935,-0.5404968,-0.19270325
0.666,0.23057747,-0.9982507,3.3742213,0.665,0.04484558,-0.59376526,-0.19802856
0.676,0.41594982,-1.0329059,3.4858513,0.675,0.029922485,-0.6086731,-0.19909668
0.685,0.6825104,-0.81374085,3.7888753,0.685,0.016082764,-0.61720276,-0.19165039
0.695,0.9876385,-0.36392537,4.0194287,0.695,0.021408081,-0.6512909,-0.19697571
0.709,1.2727346,-0.03394383,3.9552765,0.709,0.041641235,-0.6843109,-0.21827698
0.715,1.3274994,0.08443389,3.8658557,0.715,0.059753418,-0.7077484,-0.25343323
0.724,1.4521341,0.011019204,3.6261263,0.725,0.0821228,-0.71733093,-0.28645325
0.735,1.4410019,-0.22241408,3.4364321,0.734,0.119400024,-0.7247925,-0.33439636
0.745,1.37605,-0.48609173,3.313906,0.744,0.15562439,-0.7450409,-0.38871765
0.754,1.3726168,-0.68509835,3.2566462,0.755,0.17160034,-0.7865753,-0.4473114
0.764,1.3311024,-0.7442926,3.3198807,0.764,0.18331909,-0.81108093,-0.5058899
0.774,1.2945118,-0.73660505,3.277957,0.774,0.20249939,-0.82173157,-0.56129456
0.784,1.1584969,-0.2554571,3.2040224,0.784,0.2035675,-0.81108093,-0.6188202
0.793,1.0901079,0.7748741,3.8548076,0.794,0.16947937,-0.78764343,-0.6646271
0.804,1.1809292,2.3024342,4.8875084,0.803,0.14071655,-0.8014984,-0.6752777
0.82,1.7359095,3.674203,5.483106,0.82,0.15776062,-0.86434937,-0.5996399
0.823,2.712493,4.1071033,5.0754223,0.824,0.16415405,-0.91760254,-0.43771362
0.833,3.3999376,4.108743,4.316063,0.834,0.11514282,-0.828125,-0.26727295
0.843,3.7359848,4.3385878,3.3660924,0.843,0.034179688,-0.63531494,-0.120269775
0.853,3.938263,4.307877,2.308713,0.853,-0.08618164,-0.46913147,0.005432129
0.863,4.053627,4.217259,1.605444,0.863,-0.22999573,-0.34661865,0.10769653
0.872,3.9944324,3.8559499,1.11837,0.873,-0.3407898,-0.2752533,0.15563965
0.883,3.4749813,2.9521475,0.11142206,0.882,-0.43026733,-0.25074768,0.15776062
0.892,2.7151423,2.1058297,-0.83956075,0.893,-0.54745483,-0.23158264,0.1481781
0.902,1.7160425,1.5147042,-2.054245,0.903,-0.7029724,-0.23158264,0.14710999
0.912,0.78063965,1.3352547,-2.854253,0.913,-0.8723602,-0.20387268,0.15776062
0.927,-0.2734871,1.300551,-2.6495638,0.927,-0.98739624,-0.14741516,0.1566925
0.933,-1.3425255,1.0356598,-2.2186377,0.932,-1.0172272,-0.076049805,0.13220215
0.942,-2.4282532,0.3363768,-1.710201,0.942,-0.9959259,0.06137085,0.08425903
0.952,-3.390789,-0.41886693,-1.3501341,0.951,-0.98313904,0.23501587,0.037384033
0.961,-3.948657,-0.9104986,-1.4000962,0.962,-1.0449219,0.40971375,0.017150879
0.972,-3.9872103,-1.330662,-1.1612096,0.971,-1.1929932,0.5929413,0.005432129
0.981,-3.5906458,-1.7071195,-0.2615757,0.982,-1.3613129,0.7239685,-0.006286621
0.991,-2.6391754,-2.071683,0.9247892,0.992,-1.4550476,0.7740326,-0.02758789
1.001,-1.6693192,-2.2930052,1.8706319,1.001,-1.4529266,0.66537476,-0.08618164
1.011,-0.4387722,-2.335909,2.2269304,1.011,-1.4167023,0.31596375,-0.120269775
1.021,1.0043964,-2.1449668,2.0274231,1.021,-1.4049835,-0.23477173,-0.06700134
1.031,2.5872145,-1.5816834,2.2213125,1.031,-1.4092407,-0.7961731,0.100234985
1.04,3.9300003,-0.59232795,3.3342414,1.041,-1.4007263,-1.290451,0.3942566
1.051,5.7959213,0.6159622,4.527031,1.05,-1.3698273,-1.6782074,0.81822205
1.061,8.252483,1.9026697,4.352893,1.06,-1.4401398,-1.6984406,1.2475281
1.07,9.921145,3.176063,6.11039,1.07,-1.620163,-1.1860504,1.5170441
1.08,10.613011,3.5349967,6.675318,1.08,-1.6308289,-0.8600769,1.6406097
1.09,11.780203,3.5143232,5.85328,1.09,-1.5658417,-0.68644714,1.7375488
1.1,13.354548,2.697354,6.948505,1.1,-1.5296173,-0.42651367,1.8227692
1.11,13.407373,1.1600883,7.4885445,1.11,-1.3197632,-0.27844238,1.7492676
1.119,11.637853,-2.0948122,6.86243,1.12,-1.0225525,-0.30827332,1.579895
1.13,10.304762,-5.73796,6.858831,1.129,-0.7541046,-0.33917236,1.3657684
1.147,7.903265,-7.603402,6.967129,1.148,-0.38659668,-0.44462585,1.0440674
1.15,4.3661776,-8.382091,5.443406,1.149,0.049102783,-0.4840393,0.7042389
1.16,1.5317717,-8.572106,5.0325193,1.159,0.3878479,-0.36366272,0.4730835
1.169,-1.0706072,-7.7504616,6.1260977,1.169,0.6477814,-0.29762268,0.35484314
1.179,-2.7372684,-6.859379,7.1298876,1.179,0.99398804,-0.19110107,0.30796814
1.188,-3.0803833,-5.4951916,5.6547785,1.189,1.4978638,0.12528992,0.1524353
1.198,-2.5983553,-3.4153676,2.8093245,1.199,1.9559174,0.61849976,-0.23851013
1.209,-3.6755037,-0.79590034,-0.30776167,1.208,2.1828308,1.112793,-0.83932495
1.218,-8.099534,1.2876358,-2.9481652,1.219,2.1636505,1.6912231,-1.4358673
1.228,-14.641371,1.6381378,-3.6428409,1.229,1.9026642,2.3208008,-1.7724915
1.239,-18.542206,0.62797904,-5.656156,1.238,1.4041138,2.5913696,-1.4816742
1.249,-16.852161,-1.5305415,-7.897583,1.248,0.64245605,2.900299,-0.6411896
1.258,-10.9007845,-4.95244,-5.804822,1.258,-0.18951416,3.2710114,0.14710999
1.268,-5.8563185,-6.5389824,-3.045679,1.268,-0.81695557,2.9407806,0.4315338
1.277,-2.8207445,-5.8634934,0.8651947,1.278,-1.2270813,1.5634003,0.27388
1.287,-5.2584143,-3.8626664,4.46996,1.288,-1.2654419,-0.28804016,0.059753418
1.297,-7.447506,-3.0233014,5.9802446,1.298,-0.93626404,-1.402298,0.20463562
1.308,-8.831012,-2.17993,4.1650624,1.307,-0.28326416,-0.93891907,0.4080963
1.317,-10.647478,-0.41797948,3.2989817,1.317,0.60409546,1.129837,0.47947693
1.327,-10.999121,0.87542486,3.5405078,1.327,1.3689575,2.6339874,0.5614929
1.337,-9.544634,1.8662227,-1.3905386,1.337,1.9165039,2.6712646,0.7702942
1.347,-6.675622,1.2722309,-7.1608953,1.347,2.5439453,2.7948456,0.9780121
